symbol,CEO,employees,HQc,HQs,founded,MC,PER,description,high,low,open,volume,yearHigh,yearLow,tags 
"AAABL","Tiara Flatley",18383,"Lake Kolby","Arizona",1961,81.9,"37.67","Sint delectus optio molestiae. Sed ab reprehenderit amet. Quos sint voluptas tenetur officiis rem tempora harum quis. Commodi quis officia ab tempore labore dicta quod. Ducimus suscipit beatae voluptas nihil rem occaecati eligendi. Accusamus ut eum maiores.\n \rSed et omnis iure dignissimos magnam blanditiis. Voluptatibus et pariatur praesentium at fugit. Voluptatem rerum vel rem maiores maxime modi. Modi harum et qui et quidem eaque ut quidem.\n \rPerferendis aliquam quia consequatur. Tempora similique aliquam nobis voluptates. Quam veritatis minus. Aperiam et occaecati hic voluptates numquam. Architecto et voluptatem rerum praesentium iusto a iusto. Nam iusto provident ipsam praesentium dolores ipsam.","56.78",52.14,54.61,"23.80",90.68,27.97,["Manufacturing","Upcoming Earnings","Social Media","ETF","Food","Retail","New On TradeDesk"] 

"AAABM","Raquel Spinka",2212,"Zulaufville","Iowa",1883,78.92,"72.32","Voluptatibus est sed voluptatum dolores. Ipsum magnam qui. Qui fuga blanditiis quia quia commodi similique doloribus dolorem ut.\n \rAutem vel dolorem sit amet. Molestiae occaecati sit ipsa natus iste. Dicta officia vel consequatur ducimus excepturi pariatur doloribus nobis. Ut libero voluptas quae nihil eos temporibus. Excepturi alias doloribus harum omnis cum atque cum expedita aut. Quo voluptatibus esse sapiente corrupti officiis dicta nam expedita.\n \rBeatae facere neque ullam consequatur et harum. Perspiciatis qui labore consequatur maxime ea laudantium praesentium in. Quia accusamus aspernatur eligendi recusandae id natus. Ut nemo deserunt sapiente assumenda voluptatem explicabo et debitis deleniti. Non repudiandae est voluptates eaque similique quasi dolores nemo.","81.40",77.14,79.61,"36.59",115.68,52.97,["Consumer Products","REIT","Social Media","New On TradeDesk","Manufacturing","Video Games","Automotive"] 

"AAABN","Arvilla Steuber IV",11943,"Port Cleora","Nebraska",2005,77.77,"24.88","Sed voluptatibus atque ut et consequatur. Rerum doloremque aliquid dicta voluptas illo esse unde maxime. Dolor odit nemo nisi eligendi ad error nihil eligendi. Nulla omnis voluptatem ex nulla molestiae nemo ut.\n \rUt tempore possimus officiis sed. Quidem repellat dolores adipisci quo est aspernatur quo quod. Temporibus sed culpa fugit iste. Impedit ducimus velit laboriosam voluptates consequuntur ea. Officiis et explicabo.\n \rVelit id facere ut ea atque vel soluta neque eveniet. Earum unde earum qui provident repudiandae. Dolor occaecati quasi ullam et. Voluptas sunt ea dolorem neque aut maiores. Accusantium adipisci sequi impedit ut nihil ut et ad voluptatem.","84.95",80.14,82.61,"27.86",118.68,55.97,["Upcoming Earnings","Aerospace","Oil and Gas","Manufacturing","Internet","REIT","New On TradeDesk"] 

"AAABO","Dovie Bailey",2290,"Nathanmouth","Florida",1960,77.62,"44.87","Ut est voluptate qui sint. In accusantium sunt ut aut explicabo nulla velit autem ratione. Distinctio et at dolores soluta qui placeat praesentium. Optio at quaerat quae qui aut ut magni maiores. In qui rerum sit.\n \rIn saepe consequatur aliquam asperiores officiis voluptatem quia expedita repudiandae. Nostrum magnam voluptatibus et corporis reprehenderit. Earum enim ut quos repudiandae officiis laudantium ut repellat nemo. Nesciunt ut ut quidem magni aut itaque adipisci praesentium. Ullam sit consequuntur architecto temporibus blanditiis numquam molestiae.\n \rDolorem voluptates voluptatem. Sed voluptas voluptas et quia recusandae non delectus quod. Dolor in et dolor vel et sapiente sed fugiat.","157.00",153.14,155.61,"14.93",191.68,128.97,["Electronic","Internet","Aerospace","Oil and Gas","New On TradeDesk","Semiconductors","Retail"] 

"AAABP","Elian Parisian",14575,"Gusikowskifurt","Oregon",1986,75.37,"55.20","Consequatur ut autem at in adipisci accusantium ullam nihil qui. Omnis adipisci cumque qui suscipit dolorem. Optio autem asperiores sint impedit nam. Enim et qui. Tenetur ex deleniti eos dolorem placeat rem quia. Eos dolor animi qui modi quam.\n \rUt harum vel totam. Quo ducimus eveniet explicabo voluptatem qui. Dolor quia ratione omnis eveniet.\n \rNihil sed neque aut non rem consequuntur officia vero. Corrupti consequuntur facilis id sint atque. Ut et dolor necessitatibus fugiat tempora illo. Laudantium dolores voluptate. Maiores enim modi ut aut.","274.19",270.14,272.61,"32.19",308.68,245.97,["Health","Internet","Food","Pharmaceutical","Consumer Products","Entertainment","Retail"] 

"AAABQ","Margarita Christiansen",16587,"Port Estefania","Utah",1949,71.56,"16.82","Inventore fugit quia commodi quas nihil commodi quas. Molestias velit dolores eligendi aspernatur. Odio doloribus blanditiis incidunt repudiandae est.\n \rFacilis eligendi velit eos. Voluptatem facere deserunt ipsam aliquid eligendi culpa voluptates ab. Voluptatem voluptatem impedit odio. Ea ipsum ut non. Qui enim hic asperiores molestiae.\n \rQui laudantium inventore dolores et asperiores illum. Voluptates quia et. Aut qui quisquam aperiam asperiores iusto qui porro.","173.79",169.14,171.61,"36.20",207.68,144.97,["Automotive","Internet","New On TradeDesk","Energy","Oil and Gas","Finance","Food"] 

"AAABR","Lydia Macejkovic",19455,"Collinshaven","Oregon",2008,71.9,"69.90","Quidem non occaecati eaque natus eum. Quibusdam omnis in earum molestias rem sit repellat veniam. Quod cum cupiditate dolores unde. Reiciendis vel reprehenderit dolores vitae necessitatibus aliquam aperiam qui. Eos corporis quibusdam vero molestiae iusto dolores rerum magnam ipsam. Consequatur aut nisi saepe sed dolorum velit ipsa.\n \rVoluptatem labore est dolores molestias et possimus eum. Eum id amet sequi repudiandae eum odit. Aliquam exercitationem veniam soluta voluptatem. Qui laudantium quaerat. Enim quasi qui.\n \rMolestias aperiam qui porro eaque excepturi nemo sint. Debitis molestiae totam commodi voluptatum dolores totam quia aut alias. Numquam quibusdam velit. Consectetur cumque culpa culpa accusantium dolore deserunt.","94.55",90.14,92.61,"10.27",128.68,65.97,["Food","Health","Manufacturing","Finance","Electronic","Consumer Products","Retail"] 

"AAABS","Dewayne Jacobi",12029,"South Maribelton","Oklahoma",1927,71.84,"72.85","Aliquid sit ut nobis molestiae autem sed iusto. Soluta sed adipisci beatae maxime. Dolorum asperiores perspiciatis magnam laudantium error voluptatibus. Unde ut iure blanditiis pariatur velit quis voluptas. Et soluta consequatur autem similique.\n \rDolor similique repellendus. Sit qui porro ratione architecto. Ea repellendus et sint veritatis temporibus accusantium distinctio est architecto. Qui dolorem libero. At unde aut autem porro. Quia dicta accusantium ipsa doloribus.\n \rRerum quia expedita. Non sit ea aut est quia commodi perspiciatis neque. Totam doloribus voluptates.","240.57",236.14,238.61,"34.02",274.68,211.97,["New On TradeDesk","Social Media","100 Most Popular","Automotive","Entertainment","Video Games","Technology"] 

"AAABT","Leda Heaney",8882,"Turnerburgh","Wisconsin",2007,69.91,"49.84","Quidem soluta amet ipsam dolorum voluptatem. Est quis id rem ut atque reiciendis. Corporis ut minima rerum et ut est pariatur laborum. Quis animi eos quam cumque asperiores. Voluptatem quos omnis eos exercitationem.\n \rAut alias omnis eligendi veritatis minus nam qui. Non ratione quod illo pariatur nesciunt in dolores ut fugiat. Dolor adipisci sed incidunt aperiam vitae ea labore qui accusamus. Quam voluptas optio quo fuga vitae ea et. Quia nemo qui aut vitae.\n \rAut reprehenderit sunt repellat officia quaerat. Sed dolor dicta architecto facere sed repudiandae. Quia tempore blanditiis reiciendis illo soluta sequi esse. Adipisci quo facere delectus sit dolor.","291.06",287.14,289.61,"23.57",325.68,262.97,["Consumer Products","Electronic","ETF","Technology","Materials","Software Service","Semiconductors"] 

"AAABU","Duane Schoen",643,"Crawfordberg","Virginia",1922,70.19,"46.79","Quis doloribus libero et ullam maxime ut. Porro eos blanditiis eius non nobis. Harum ut tempora veniam laudantium itaque facilis rem modi. Sint molestias consequatur laudantium ea quo amet repellat dolorem sed.\n \rSit sequi commodi omnis odio natus non neque. Aliquid et unde voluptatibus dolores facilis reiciendis ut incidunt. Debitis vitae nesciunt animi sed porro hic architecto. Nam id occaecati omnis.\n \rMolestias rerum a sit ea quam aut nesciunt. Eum veniam dolor animi nihil accusantium eum est necessitatibus. Neque impedit non veniam fuga. Voluptatem consequuntur laboriosam. Est ut nisi ut debitis maxime dolor et dolore aperiam. Incidunt et facilis voluptates ipsum enim cumque doloribus.","226.15",222.14,224.61,"20.60",260.68,197.97,["Electronic","Social Media","New On TradeDesk","Manufacturing","Video Games","Semiconductors","Banking"] 

"AAABV","Dr. Barbara Morar",11755,"Wolfburgh","Mississippi",2004,22.96,"31.00","Quas et repellendus fugiat eum officiis error sit qui eligendi. Aut esse vero. Architecto aut aut vero consequatur aliquam officia.\n \rIncidunt rerum ipsum rerum officia perspiciatis qui. Libero animi nihil autem delectus. Mollitia sit reiciendis dignissimos quod qui quaerat impedit ad ea.\n \rNon atque enim et odio perferendis nihil. Eos itaque nostrum. Suscipit eum ut quaerat. Suscipit dolorum et.","97.92",93.14,95.61,"11.14",131.68,68.97,["Electronic","Internet","Upcoming Earnings","Manufacturing","Video Games","Finance","Semiconductors"] 

"AAACA","Kiley McLaughlin",13357,"Lake Domenicoport","Texas",2008,68.19,"89.58","Suscipit est ut doloribus incidunt eius sed autem. Dolorem corrupti aut nesciunt. Molestiae tempora facere tempore odio est iure quibusdam nihil. Voluptatem ipsum incidunt nam qui a consequuntur excepturi. Esse id dolorem est ex quis vero beatae officia. Voluptates quis mollitia ipsa dolores id illum adipisci velit.\n \rRem cum reiciendis recusandae sapiente quibusdam ut. Perspiciatis ut facilis modi tenetur natus tempore. Voluptatum laboriosam nemo.\n \rDeserunt nulla earum non et labore et at rem enim. Odio itaque ut quas ab aut officia nihil. Ut eius asperiores soluta veniam repudiandae.","255.79",251.14,253.61,"35.00",289.68,226.97,["Social Media","100 Most Popular","ETF","Health","Oil and Gas","Semiconductors","Retail"] 

"AAACB","Major Hilpert",8161,"Rosenbaummouth","Arkansas",1993,69.39,"55.25","A illo possimus libero odio ducimus officia voluptatibus quos ipsum. Numquam voluptatem nihil quo dolor. Aut perspiciatis dolorem ut quos numquam recusandae. Dolore illum qui exercitationem quo.\n \rSed asperiores eum. Et consequatur est cum est debitis voluptas inventore. Ad eos qui natus hic. In rerum ut. Praesentium omnis velit repellendus ut porro nisi voluptas quo ut.\n \rQuas corrupti dolor delectus porro. Deserunt eaque voluptatem minus eaque ullam. Qui consequatur itaque occaecati et dolorem et aliquam omnis. Quaerat totam architecto quia dolor tenetur animi rerum.","294.27",290.14,292.61,"16.86",328.68,265.97,["100 Most Popular","Retail","Food","Social Media","ETF","Video Games","Health"] 

"AAACC","Elenora Koch",11404,"Altenwerthstad","Hawaii",1972,64.43,"46.79","Illo esse non quisquam id sapiente excepturi porro et fugit. Dolorem autem numquam. Officia ducimus itaque id harum optio architecto. Perspiciatis dolore expedita nemo amet. Incidunt velit rerum autem porro voluptatem.\n \rSint numquam provident quas mollitia et eos. Ut ipsam asperiores voluptatem ut occaecati rerum eaque. Sequi dolorem qui odio sed. Vero qui est nesciunt eos est praesentium ut ut.\n \rVoluptas non et eum earum praesentium corrupti. Iste dolores nam dicta dolor. Odit odio esse quia ea enim. Soluta reprehenderit aut quis voluptatem impedit. Repellendus iusto dolorem qui. Laborum suscipit quisquam cupiditate eum corrupti assumenda libero id.","277.73",273.14,275.61,"25.48",311.68,248.97,["100 Most Popular","Automotive","Technology","New On TradeDesk","Energy","Materials","REIT"] 

"AAACD","Ida Ledner",12771,"East Cedrickton","Idaho",2000,59.66,"88.17","Eos quo quo nemo qui tenetur. Maxime officiis rerum nam voluptates ut omnis. Nemo omnis vero harum rerum minima est veritatis aliquid maxime.\n \rEarum sunt aut deserunt assumenda ea. Tempore et deserunt consequatur nostrum. Nisi labore aut. Maiores a rem.\n \rPorro sit et modi. Aperiam facilis rerum sunt dignissimos non itaque at aperiam. Sit adipisci temporibus.","86.97",82.14,84.61,"30.94",120.68,57.97,["New On TradeDesk","Entertainment","Oil and Gas","Aerospace","Technology","REIT","Electronic"] 

"AAACE","Lavinia Swaniawski",2829,"Lake Claybury","Utah",1942,58.41,"12.14","Qui molestiae dolore eos expedita eius suscipit corporis nihil distinctio. Consequuntur architecto et et expedita fugit sed inventore. Ut perferendis eveniet excepturi sit aut tempora minus. Doloremque aperiam inventore nemo excepturi culpa recusandae aut magnam. Rem illum quos. Aut enim iure quisquam.\n \rOmnis quia enim. Sit aut nihil. Minus doloribus impedit corrupti magni cum aut voluptatum. Dolor voluptatum est. In aliquid praesentium ea cupiditate ad consequatur ea sed nostrum.\n \rEveniet quaerat sunt dolor aliquam deleniti officiis libero. Est quidem omnis officiis voluptatem eos qui. Nihil aut ipsam explicabo non inventore ducimus labore placeat. Aut et enim aut similique deserunt. Suscipit consectetur error ut soluta ipsa perspiciatis eum.","56.18",52.14,54.61,"23.11",90.68,27.97,["Finance","Pharmaceutical","Manufacturing","Upcoming Earnings","Entertainment","Electronic","Energy"] 

"AAACF","Reba Okuneva",12629,"Lenoraborough","Pennsylvania",1957,59.33,"73.34","Et ut nesciunt labore sed eaque ipsam sed quasi. Quam et rerum laudantium ea voluptatem ab. Et molestias ratione consequatur aspernatur qui. A qui ut ut reiciendis eos quisquam cumque est.\n \rQui expedita quisquam doloremque iste optio consequuntur eos. Doloribus sint ipsam modi optio et consequatur dolorem. Consequatur numquam architecto suscipit. Odio laborum est accusamus architecto qui.\n \rEius veniam in veniam commodi eveniet necessitatibus quaerat possimus cum. Soluta quasi assumenda nisi sint perspiciatis vitae. Quos iste reiciendis inventore sit assumenda adipisci velit.","138.43",134.14,136.61,"17.52",172.68,109.97,["Energy","Upcoming Earnings","Materials","Banking","Consumer Products","Internet","Electronic"] 

"AAACG","Dr. Brooke VonRueden",9414,"East Shaniya","Minnesota",1959,56.71,"19.81","Modi quis consequuntur tempore est ad sint animi omnis. Minima eos possimus minus soluta qui at labore magni delectus. Dolore ipsum sed. Veniam sunt delectus nemo beatae distinctio totam.\n \rDolor animi aperiam eveniet sunt tempora libero soluta. Provident impedit quae. Et architecto enim voluptatum sit perspiciatis. Magnam distinctio corporis officia in quis.\n \rAut maxime explicabo suscipit corrupti repudiandae magnam dignissimos natus. Commodi earum quia totam error magnam ex quo sint. Repudiandae sapiente similique vel esse sit.","205.46",201.14,203.61,"37.24",239.68,176.97,["New On TradeDesk","Materials","Entertainment","Semiconductors","Software Service","Automotive","100 Most Popular"] 

"AAACH","Ms. Shania Gottlieb",15088,"New Lupetown","Vermont",1955,52.44,"52.32","Culpa doloribus ut nemo dolor non magni provident. Eos voluptatem corporis ullam. Est placeat omnis et consequuntur. Qui in velit non rerum voluptate est eos in mollitia.\n \rQuam voluptas maiores earum et voluptate. Id reiciendis nisi dolores. At deserunt sit voluptatem sunt nobis iste ea. Reprehenderit ipsa eius assumenda. Corrupti voluptatem ad sequi soluta a odio quasi ab.\n \rEst et accusamus facere commodi omnis sint nam. Vero id voluptatem id doloribus. Ea consequatur pariatur fugiat. Non et excepturi. Consectetur ea dolor tempora cumque non minima et quisquam.","98.47",94.14,96.61,"20.64",132.68,69.97,["Pharmaceutical","Banking","Retail","New On TradeDesk","Technology","Aerospace","Automotive"] 

"AAACI","Robin Zemlak",585,"Kassulkehaven","Washington",1983,51.96,"30.25","Ut exercitationem maiores. Nulla odit dolorem commodi ut adipisci repudiandae est dolorem nobis. Beatae nulla omnis ipsam. Quis temporibus aspernatur nisi quia ut ea vel repellat.\n \rDolores eos minus atque. Sed accusantium autem repellat dolor. Consectetur illum eaque magni consequuntur architecto.\n \rNam quibusdam in fugiat. Iste laborum repudiandae harum. Soluta fugiat ratione dolor ipsum ut.","256.87",252.14,254.61,"16.07",290.68,227.97,["Video Games","Semiconductors","ETF","Retail","Social Media","New On TradeDesk","Consumer Products"] 

"AAACJ","Tamara Haag",11281,"Hartmannside","Mississippi",1925,82.24,"60.54","Quibusdam vel omnis consequatur corporis est minus. Nemo aut veritatis sit harum. Velit numquam accusamus atque quae. Corporis enim itaque neque. Quod dolorum nihil dignissimos aut laborum accusantium fuga.\n \rExcepturi corporis nisi quisquam odit omnis earum officia et quod. Nihil facilis quam sunt rem reprehenderit. Et in voluptatem. Similique praesentium qui et consequatur veniam. Fugiat illo et quia. Nam nihil dolore inventore et molestiae sunt nemo laboriosam.\n \rRerum enim velit. Consequatur voluptatem quis unde vitae quos omnis. Laborum ea qui rerum.","111.11",107.14,109.61,"36.17",145.68,82.97,["Energy","REIT","Internet","Entertainment","New On TradeDesk","Electronic","Food"] 

"AAACK","Roberto Kreiger",15999,"West Alvera","Maine",1953,50.28,"49.23","Doloribus tempora ut. Delectus atque et alias est enim eum sint. Expedita molestiae odio repellat dolore assumenda ex occaecati voluptatem ex. Magnam sapiente animi voluptatem. Molestiae harum assumenda accusantium. Voluptas eos consequuntur.\n \rQui odit qui adipisci nihil. Aliquid eum animi cum esse dolorum voluptatem. Ea et fuga. Eos unde iusto repudiandae minima molestiae necessitatibus atque. Culpa odio reiciendis iusto in.\n \rVoluptatem ea nesciunt est totam mollitia adipisci. Earum laboriosam numquam labore exercitationem vel. In odit ex quas laudantium eveniet. Unde et repellendus quo ut corporis tempora aliquam. Et quisquam voluptatem aliquid.","84.26",80.14,82.61,"21.01",118.68,55.97,["Finance","Upcoming Earnings","Software Service","Electronic","100 Most Popular","Manufacturing","Food"] 

"AAACL","Selmer Raynor",2991,"Lake Alexandriatown","Tennessee",1942,46.24,"59.07","Est perferendis quia beatae tempore et. Beatae et impedit sapiente suscipit eos modi quibusdam. Porro dolorum quia animi fugit sunt reprehenderit quia cupiditate voluptas.\n \rOptio eaque hic quia impedit et tempora consequatur. Dicta odit totam asperiores quis consectetur nemo excepturi. Molestiae veritatis vel nulla occaecati.\n \rEt repudiandae consequatur quos. Dignissimos dicta et est. Inventore aut cupiditate numquam delectus ducimus placeat quis dicta.","201.45",197.14,199.61,"20.80",235.68,172.97,["Health","Technology","Video Games","Software Service","Social Media","REIT","Finance"] 

"AAACM","Orlo Langosh",1560,"West Berenice","Vermont",1945,45.81,"21.67","Ipsum neque qui vel ipsa ut sit recusandae pariatur. Et dolorem quam. Nisi repudiandae numquam excepturi.\n \rQuidem nemo odio officiis vero. Harum consequuntur voluptatem molestias. Facilis incidunt ullam et in quia ut. Accusantium in harum.\n \rQuaerat sint voluptatibus earum. Iste labore animi velit non quae adipisci. Dolor velit consequatur provident. Dolorem earum cumque autem ullam aut reiciendis doloribus consequatur.","256.55",252.14,254.61,"7.79",290.68,227.97,["ETF","New On TradeDesk","Electronic","Food","Pharmaceutical","Consumer Products","Oil and Gas"] 

"AAACN","Brandyn Bruen",17398,"East Octaviaton","Connecticut",1913,45.47,"14.51","Rerum alias totam neque consequatur ut maiores. Quia voluptatibus ut ut cum ut atque praesentium optio soluta. Rem saepe consequuntur quia neque dolor autem unde. Quisquam nemo suscipit sapiente. Iure molestiae aut fugit animi.\n \rQui iste fuga odio enim maxime qui odio. Tempora quia iusto. Omnis aspernatur deserunt animi aperiam distinctio et et mollitia laborum. Cum placeat distinctio porro. Rem est odit id vero corrupti expedita. Consequatur quas voluptas vel maiores nobis.\n \rCupiditate quia illum. Aut aut omnis consequuntur qui magnam aliquid est tenetur pariatur. Voluptas voluptatem laboriosam. Odio eius illum voluptas.","256.34",252.14,254.61,"30.24",290.68,227.97,["Pharmaceutical","Health","Upcoming Earnings","Technology","Semiconductors","New On TradeDesk","Materials"] 

"AAACO","Lawson Okuneva",6034,"Bradleyville","Virginia",1965,43.87,"44.23","Minima eum placeat quod enim. Sit aperiam voluptatem voluptate consequatur. Veniam nihil pariatur sit voluptatem et molestiae illo.\n \rA repudiandae doloribus eveniet. Molestias ea et eum et quisquam asperiores omnis aut quam. Vel exercitationem aliquid et omnis. Quidem hic id praesentium dolorem consequatur ipsam. Id nihil eaque in illo iste quaerat consequatur distinctio. Hic iste occaecati ut iure.\n \rAccusamus officia nesciunt ea laboriosam debitis recusandae sit. Quibusdam eos quaerat placeat. Sunt unde autem repellendus aperiam ut sequi voluptatem eos eos. At minus et animi aut.","229.93",225.14,227.61,"27.30",263.68,200.97,["REIT","Software Service","Upcoming Earnings","Banking","Pharmaceutical","Video Games","Technology"] 

"AAACP","Earnest Herzog",11634,"Isobelchester","Montana",1916,44.62,"79.85","Odit at sit labore consequatur ratione eum sit. Sit aperiam necessitatibus deleniti neque. Facilis fugiat debitis nobis architecto tempora. Alias velit maxime.\n \rEx enim cupiditate eos sint dolores ipsum in temporibus. Nesciunt voluptates voluptatem deleniti neque cupiditate. Alias debitis consequatur dolore.\n \rPerferendis autem et saepe. Ut placeat quia voluptas reiciendis ipsam molestiae. Quas recusandae distinctio aut eaque earum. Fuga non amet. Sint ad culpa mollitia asperiores delectus.","219.35",215.14,217.61,"18.47",253.68,190.97,["Electronic","Food","100 Most Popular","Energy","Materials","Video Games","ETF"] 

"AAACQ","Anita Gorczany",4088,"Gusikowskifort","Florida",1885,41.69,"35.95","Qui quasi atque et nobis ut nihil vel atque. Reiciendis ducimus reprehenderit omnis aut mollitia excepturi. Quaerat quae aut occaecati excepturi quia aperiam eveniet eum hic.\n \rRerum ab incidunt quae vero quibusdam qui maiores. Maxime sunt ut enim aut facilis voluptate reiciendis. Vel expedita quae velit animi fugiat aliquam expedita. Est ratione id nihil minima. Facilis officia possimus odio autem ipsa. Voluptate rerum omnis voluptas voluptatum.\n \rNumquam illo aliquid minima minus fugit iure est. Quos similique eos nemo est voluptate maiores. Eius eum minus doloribus mollitia neque alias sapiente.","116.30",112.14,114.61,"35.32",150.68,87.97,["Energy","Aerospace","Retail","Internet","Electronic","Upcoming Earnings","Semiconductors"] 

"AAACR","Grace Schimmel",9938,"Stammstad","Wyoming",1950,40.11,"49.99","Non in quo excepturi sint aut minima. Vel culpa sunt perferendis similique id in harum. Repellendus placeat et esse.\n \rBlanditiis repellat animi deleniti iste est sit facere voluptas amet. Illum et quidem nulla dignissimos consequatur eius. Sunt et occaecati sunt incidunt veniam labore animi quas cupiditate. Sed cupiditate et quibusdam quo inventore. Quo rerum quia rerum recusandae qui unde. Velit molestiae quisquam mollitia.\n \rRerum dolore et quis quis. Beatae natus autem natus commodi quas. Rerum molestias dolorem. Officiis dolores deleniti ut sequi molestias unde vero odit ut. Est earum et ex est aliquid porro aspernatur numquam et.","178.25",174.14,176.61,"27.84",212.68,149.97,["Social Media","ETF","Electronic","Pharmaceutical","Video Games","Health","Semiconductors"] 

"AAACS","Adam Hartmann",17146,"Port Kenyatta","West Virginia",1909,40.02,"51.84","Expedita quasi accusantium. Occaecati repudiandae illum consectetur itaque sed sint est et. Facilis id itaque aut molestiae perferendis sunt id eaque tempora. Sint sint odio.\n \rMollitia modi voluptate et. Modi reprehenderit aut. Quis ullam et enim tempora optio et.\n \rIn repellendus libero temporibus id. Vero culpa suscipit quibusdam voluptate. Rem reiciendis debitis maiores ut doloremque blanditiis nostrum qui.","278.69",274.14,276.61,"7.99",312.68,249.97,["Electronic","Manufacturing","REIT","100 Most Popular","Consumer Products","Banking","Video Games"] 

"AAACT","Mrs. Carlotta Auer",5636,"West Derrick","Wisconsin",1920,38.62,"49.11","Natus nemo veritatis eum ut error nihil et. Iure ex autem nisi distinctio aut quia temporibus non. Reiciendis laudantium rerum officiis voluptatum animi. Consequatur qui ea explicabo culpa placeat et.\n \rTempora ut accusantium deleniti rerum sunt. Unde et beatae. Sit quam laboriosam expedita et quasi numquam et natus nihil. Tenetur possimus numquam.\n \rDistinctio non ut adipisci consectetur in quae expedita. Nemo architecto aut at. Explicabo placeat iure quia voluptatem. Laborum ut laborum et explicabo quasi.","117.90",113.14,115.61,"24.48",151.68,88.97,["Software Service","Pharmaceutical","REIT","Materials","Entertainment","Electronic","ETF"] 

"AAACU","Amely Feeney",4489,"Wizaville","Mississippi",1932,37.62,"44.17","Qui quia eum delectus voluptatem atque sint sit rerum. Asperiores maiores laborum fugit sunt esse rem modi. Officiis quis ipsum. Iste velit iure enim.\n \rItaque autem sunt perferendis eum velit dolor. Natus ratione et ut culpa quo non. Ab rerum accusamus dignissimos dolores saepe id corporis enim. Eius deserunt voluptatem blanditiis. Laboriosam dolorem cupiditate. Hic inventore quasi.\n \rQuo recusandae ad harum aut. Eum totam aliquam ex ut repellendus. Qui reprehenderit et at quas odio inventore modi. Et ipsa quaerat exercitationem eveniet ex iusto recusandae autem. Magnam ab esse et dignissimos. Aperiam alias magni quas qui nobis voluptatibus voluptatem.","232.85",228.14,230.61,"27.44",266.68,203.97,["Retail","Video Games","Finance","Social Media","100 Most Popular","ETF","Automotive"] 

"AAACV","Darius Klein",18677,"Mayershire","Iowa",1984,37.14,"77.30","Enim deleniti consequuntur ut quis mollitia vel odit dolores. Est provident ullam magnam asperiores placeat quibusdam nihil expedita necessitatibus. Atque temporibus inventore temporibus expedita. Aliquid aut veritatis voluptates natus rerum velit fugiat autem ea.\n \rAut cupiditate et. Sit aut quia. Impedit quia voluptatem. Vel vitae autem et dolorum odit veritatis laborum optio. Perspiciatis laudantium veritatis molestiae qui voluptas sequi.\n \rSuscipit deserunt aliquam cum molestiae porro perspiciatis error omnis. Quia quia et aut. At omnis quis adipisci itaque placeat a.","252.59",248.14,250.61,"2.29",286.68,223.97,["100 Most Popular","Pharmaceutical","Finance","Banking","Materials","Retail","Software Service"] 

